1,0,2676,981,57,136,1,-1,-1,-1
1,1,2191,954,64,142,1,-1,-1,-1
1,2,1541,998,76,155,1,-1,-1,-1
1,3,2640,944,58,144,1,-1,-1,-1
1,4,2543,1021,68,146,1,-1,-1,-1
1,5,2863,1082,63,157,1,-1,-1,-1
1,6,2687,998,66,139,1,-1,-1,-1
1,7,1817,930,60,132,1,-1,-1,-1
1,8,2652,1064,68,164,1,-1,-1,-1
1,9,2399,1047,95,152,1,-1,-1,-1
1,10,2437,1117,22,21,1,-1,-1,-1
2,0,2676,980,58,136,1,-1,-1,-1
2,1,2192,954,67,141,1,-1,-1,-1
2,2,1542,998,77,155,1,-1,-1,-1
2,3,2640,943,58,143,1,-1,-1,-1
2,4,2538,1022,74,145,1,-1,-1,-1
2,5,2863,1083,64,158,1,-1,-1,-1
2,6,2687,998,66,139,1,-1,-1,-1
2,7,1819,930,62,132,1,-1,-1,-1
2,8,2657,1062,68,164,1,-1,-1,-1
2,9,2399,1048,98,151,1,-1,-1,-1
2,10,2443,1117,22,21,1,-1,-1,-1
3,0,2677,980,59,137,1,-1,-1,-1
3,1,2193,955,71,141,1,-1,-1,-1
3,2,1544,998,79,155,1,-1,-1,-1
3,3,2640,943,58,143,1,-1,-1,-1
3,4,2534,1023,80,145,1,-1,-1,-1
3,5,2864,1084,65,160,1,-1,-1,-1
3,6,2687,998,67,139,1,-1,-1,-1
3,7,1822,930,65,132,1,-1,-1,-1
3,8,2663,1061,68,164,1,-1,-1,-1
3,9,2400,1049,101,151,1,-1,-1,-1
3,10,2450,1118,23,22,1,-1,-1,-1
4,0,2678,980,60,138,1,-1,-1,-1
4,1,2194,956,75,141,1,-1,-1,-1
4,2,1546,998,80,155,1,-1,-1,-1
4,3,2641,943,58,143,1,-1,-1,-1
4,4,2530,1024,86,144,1,-1,-1,-1
4,5,2864,1085,66,162,1,-1,-1,-1
4,6,2687,998,68,139,1,-1,-1,-1
4,7,1825,930,67,131,1,-1,-1,-1
4,8,2669,1060,68,164,1,-1,-1,-1
4,9,2401,1050,104,150,1,-1,-1,-1
4,10,2456,1118,24,22,1,-1,-1,-1
5,0,2679,980,61,138,1,-1,-1,-1
5,1,2195,956,79,141,1,-1,-1,-1
5,2,1548,998,82,155,1,-1,-1,-1
5,3,2641,943,58,142,1,-1,-1,-1
5,4,2526,1025,92,144,1,-1,-1,-1
5,5,2865,1087,67,163,1,-1,-1,-1
5,6,2687,998,69,140,1,-1,-1,-1
5,7,1827,930,70,132,1,-1,-1,-1
5,8,2674,1059,68,164,1,-1,-1,-1
5,9,2401,1052,107,150,1,-1,-1,-1
5,10,2463,1119,25,23,1,-1,-1,-1
6,0,2679,980,63,139,1,-1,-1,-1
6,1,2196,957,83,141,1,-1,-1,-1
6,2,1550,998,83,155,1,-1,-1,-1
6,3,2641,943,58,142,1,-1,-1,-1
6,4,2522,1026,98,144,1,-1,-1,-1
6,5,2866,1088,68,165,1,-1,-1,-1
6,6,2687,998,69,140,1,-1,-1,-1
6,7,1830,931,72,132,1,-1,-1,-1
6,8,2680,1058,68,164,1,-1,-1,-1
6,9,2402,1053,110,149,1,-1,-1,-1
6,10,2471,1118,25,23,1,-1,-1,-1
7,0,2680,980,64,140,1,-1,-1,-1
7,1,2197,958,87,141,1,-1,-1,-1
7,2,1552,998,85,155,1,-1,-1,-1
7,3,2642,943,58,142,1,-1,-1,-1
7,4,2522,1027,99,143,1,-1,-1,-1
7,5,2866,1089,69,167,1,-1,-1,-1
7,6,2687,998,70,140,1,-1,-1,-1
7,7,1833,931,75,132,1,-1,-1,-1
7,8,2686,1057,68,164,1,-1,-1,-1
7,9,2403,1054,113,149,1,-1,-1,-1
7,10,2479,1118,25,23,1,-1,-1,-1
8,0,2681,980,65,140,1,-1,-1,-1
8,1,2201,958,87,140,1,-1,-1,-1
8,2,1554,998,87,155,1,-1,-1,-1
8,3,2642,942,58,142,1,-1,-1,-1
8,4,2522,1029,100,143,1,-1,-1,-1
8,5,2867,1091,70,168,1,-1,-1,-1
8,6,2687,998,71,140,1,-1,-1,-1
8,7,1835,931,77,132,1,-1,-1,-1
8,8,2692,1056,68,164,1,-1,-1,-1
8,9,2404,1056,117,149,1,-1,-1,-1
8,10,2487,1117,25,23,1,-1,-1,-1
9,0,2682,980,66,141,1,-1,-1,-1
9,1,2205,959,87,140,1,-1,-1,-1
9,2,1558,998,86,155,1,-1,-1,-1
9,3,2642,942,58,141,1,-1,-1,-1
9,4,2522,1031,101,143,1,-1,-1,-1
9,5,2867,1092,71,170,1,-1,-1,-1
9,6,2687,998,72,141,1,-1,-1,-1
9,7,1838,931,80,131,1,-1,-1,-1
9,8,2697,1055,68,164,1,-1,-1,-1
9,9,2414,1057,113,148,1,-1,-1,-1
9,10,2495,1117,25,23,1,-1,-1,-1
10,0,2683,980,67,142,1,-1,-1,-1
10,1,2210,960,88,140,1,-1,-1,-1
10,2,1562,998,85,155,1,-1,-1,-1
10,3,2643,942,58,141,1,-1,-1,-1
10,4,2522,1033,102,143,1,-1,-1,-1
10,5,2868,1093,72,172,1,-1,-1,-1
10,6,2687,998,73,141,1,-1,-1,-1
10,7,1841,931,82,132,1,-1,-1,-1
10,8,2703,1054,68,164,1,-1,-1,-1
10,9,2424,1058,109,148,1,-1,-1,-1
10,10,2503,1117,25,23,1,-1,-1,-1
11,0,2683,980,69,142,1,-1,-1,-1
11,1,2214,960,88,140,1,-1,-1,-1
11,2,1567,998,84,155,1,-1,-1,-1
11,3,2643,942,58,141,1,-1,-1,-1
11,4,2522,1035,103,143,1,-1,-1,-1
11,5,2869,1095,74,174,1,-1,-1,-1
11,6,2687,998,73,141,1,-1,-1,-1
11,7,1844,932,85,132,1,-1,-1,-1
11,8,2709,1052,68,164,1,-1,-1,-1
11,9,2434,1059,106,147,1,-1,-1,-1
11,10,2512,1117,25,23,1,-1,-1,-1
12,0,2684,980,70,143,1,-1,-1,-1
12,1,2219,961,89,139,1,-1,-1,-1
12,2,1571,998,83,155,1,-1,-1,-1
12,3,2644,942,58,141,1,-1,-1,-1
12,4,2523,1037,104,143,1,-1,-1,-1
12,5,2868,1095,72,174,1,-1,-1,-1
12,6,2687,998,74,141,1,-1,-1,-1
12,7,1850,931,83,131,1,-1,-1,-1
12,8,2715,1051,68,164,1,-1,-1,-1
12,9,2444,1060,102,147,1,-1,-1,-1
12,10,2521,1118,25,23,1,-1,-1,-1
13,0,2685,980,71,144,1,-1,-1,-1
13,1,2223,962,89,139,1,-1,-1,-1
13,2,1575,998,82,155,1,-1,-1,-1
13,3,2644,942,58,140,1,-1,-1,-1
13,4,2528,1037,100,142,1,-1,-1,-1
13,5,2868,1095,71,175,1,-1,-1,-1
13,6,2687,998,75,142,1,-1,-1,-1
13,7,1856,931,82,130,1,-1,-1,-1
13,8,2720,1050,68,164,1,-1,-1,-1
13,9,2455,1062,99,147,1,-1,-1,-1
13,10,2530,1118,25,23,1,-1,-1,-1
14,0,2686,980,72,144,1,-1,-1,-1
14,1,2228,962,90,139,1,-1,-1,-1
14,2,1580,998,81,155,1,-1,-1,-1
14,3,2644,941,58,140,1,-1,-1,-1
14,4,2534,1038,97,142,1,-1,-1,-1
14,5,2868,1095,70,175,1,-1,-1,-1
14,6,2687,998,76,142,1,-1,-1,-1
14,7,1862,930,81,129,1,-1,-1,-1
14,8,2726,1049,68,164,1,-1,-1,-1
14,9,2457,1065,107,146,1,-1,-1,-1
14,10,2539,1119,25,23,1,-1,-1,-1
15,0,2687,980,73,145,1,-1,-1,-1
15,1,2232,963,90,139,1,-1,-1,-1
15,2,1584,998,80,155,1,-1,-1,-1
15,3,2645,941,58,140,1,-1,-1,-1
15,4,2539,1038,94,142,1,-1,-1,-1
15,5,2868,1095,69,176,1,-1,-1,-1
15,6,2687,998,77,142,1,-1,-1,-1
15,7,1868,930,79,128,1,-1,-1,-1
15,8,2732,1048,68,164,1,-1,-1,-1
15,9,2459,1068,115,146,1,-1,-1,-1
15,10,2548,1120,25,23,1,-1,-1,-1
16,0,2687,980,75,146,1,-1,-1,-1
16,1,2237,964,91,138,1,-1,-1,-1
16,2,1588,998,79,155,1,-1,-1,-1
16,3,2645,941,58,140,1,-1,-1,-1
16,4,2545,1039,90,142,1,-1,-1,-1
16,5,2868,1095,67,176,1,-1,-1,-1
16,6,2687,998,77,142,1,-1,-1,-1
16,7,1874,929,78,127,1,-1,-1,-1
16,8,2738,1047,68,164,1,-1,-1,-1
16,9,2462,1071,123,145,1,-1,-1,-1
16,10,2558,1125,24,23,1,-1,-1,-1
17,0,2688,980,76,146,1,-1,-1,-1
17,1,2241,964,91,138,1,-1,-1,-1
17,2,1593,998,78,155,1,-1,-1,-1
17,3,2645,941,58,139,1,-1,-1,-1
17,4,2550,1039,87,142,1,-1,-1,-1
